feature,importance,clean_feature
cat__route_SLC_DSM,7.316740886004753e-07,route SLC DSM
cat__route_RDU_PHX,7.289891017423955e-07,route RDU PHX
cat__route_HNL_IAH,7.259018291455666e-07,route HNL IAH
cat__route_JAX_HOU,7.251971839606345e-07,route JAX HOU
cat__route_SNA_MCI,7.238257776834166e-07,route SNA MCI
cat__route_PIE_TVC,7.237677399541992e-07,route PIE TVC
cat__route_TLH_DCA,7.218824603753312e-07,route TLH DCA
cat__route_LGA_SCE,7.215024488360106e-07,route LGA SCE
cat__route_LGA_BDL,7.168694715352891e-07,route LGA BDL
cat__route_BTV_MSP,7.142005362733788e-07,route BTV MSP
cat__route_RSW_DAL,7.133136261282619e-07,route RSW DAL
cat__route_ORD_ECP,7.108769066945142e-07,route ORD ECP
cat__route_TUS_PDX,7.082100366613009e-07,route TUS PDX
cat__route_LAS_BDL,7.021293572935105e-07,route LAS BDL
cat__route_STS_SNA,7.003153865896798e-07,route STS SNA
cat__route_OME_OTZ,7.001737520088488e-07,route OME OTZ
cat__route_IMT_ESC,7.00131088861602e-07,route IMT ESC
cat__route_BWI_OKC,6.958623395884727e-07,route BWI OKC
cat__route_MDW_AVL,6.955931260217085e-07,route MDW AVL
cat__route_CIU_MSP,6.929768732869243e-07,route CIU MSP
cat__route_YAK_CDV,6.929684351233447e-07,route YAK CDV
cat__route_MSP_BUF,6.916979988303901e-07,route MSP BUF
cat__route_AVL_PGD,6.915346461728662e-07,route AVL PGD
cat__route_CLT_CID,6.914669195226123e-07,route CLT CID
cat__route_XNA_AZA,6.912569114869721e-07,route XNA AZA
cat__route_RFD_AZA,6.907776845606565e-07,route RFD AZA
cat__route_DCA_MLB,6.858869984682337e-07,route DCA MLB
cat__route_PNS_MCO,6.842170933798271e-07,route PNS MCO
cat__route_GEG_ORD,6.82548809536513e-07,route GEG ORD
cat__route_AZA_SCK,6.815081071677814e-07,route AZA SCK
cat__route_WYS_DEN,6.804848392124057e-07,route WYS DEN
cat__route_SHD_IAD,6.781183933863939e-07,route SHD IAD
cat__route_EWR_ALB,6.771878522081497e-07,route EWR ALB
cat__route_AUS_JAX,6.76666087565503e-07,route AUS JAX
cat__route_PHL_SRQ,6.764213194754271e-07,route PHL SRQ
cat__route_MYR_BDL,6.741666871039497e-07,route MYR BDL
cat__route_BWI_SMF,6.739334875297284e-07,route BWI SMF
cat__route_JST_ORD,6.733915512777255e-07,route JST ORD
cat__route_SFB_DAY,6.720520679965572e-07,route SFB DAY
cat__route_PNS_ORD,6.702823965987941e-07,route PNS ORD
cat__route_CID_AZA,6.690668731474002e-07,route CID AZA
cat__route_MIA_OMA,6.68010028529008e-07,route MIA OMA
cat__route_LRD_IAH,6.673664014764997e-07,route LRD IAH
cat__route_CKB_JST,6.654364836803885e-07,route CKB JST
cat__route_PVD_PBI,6.641673964831763e-07,route PVD PBI
cat__route_MDW_ABQ,6.621873119311568e-07,route MDW ABQ
cat__route_OGG_ANC,6.621148136652206e-07,route OGG ANC
cat__route_HOU_TYS,6.616367267758559e-07,route HOU TYS
cat__route_LGB_DFW,6.606625505832411e-07,route LGB DFW
cat__route_LCK_SFB,6.589982453435621e-07,route LCK SFB
cat__route_HSV_IAH,6.588912749626685e-07,route HSV IAH
cat__route_SEA_IDA,6.584035173589202e-07,route SEA IDA
cat__route_IND_AUS,6.581922869051561e-07,route IND AUS
cat__route_MDW_ECP,6.579042150368807e-07,route MDW ECP
cat__route_STL_PDX,6.573972528710746e-07,route STL PDX
cat__route_BWI_JAN,6.567510026181526e-07,route BWI JAN
cat__route_FWA_PGD,6.560857229956013e-07,route FWA PGD
cat__route_TVC_EWR,6.531281983549489e-07,route TVC EWR
cat__DEST_SPN,6.51890455082201e-07,DEST SPN
cat__route_BNA_GRR,6.492336829321421e-07,route BNA GRR
cat__route_STS_BUR,6.462023625707717e-07,route STS BUR
cat__route_PDX_MFR,6.448998236703364e-07,route PDX MFR
cat__route_BNA_ORF,6.441786753203255e-07,route BNA ORF
cat__route_CMH_MSY,6.390317508789409e-07,route CMH MSY
cat__route_OMA_SAN,6.377331841700995e-07,route OMA SAN
cat__route_DTW_ORH,6.365369584932216e-07,route DTW ORH
cat__route_SJC_EUG,6.339037738983971e-07,route SJC EUG
cat__route_ILG_MCO,6.332648886260798e-07,route ILG MCO
cat__route_EGE_ORD,6.331785263774649e-07,route EGE ORD
cat__route_ATL_MTJ,6.326675837063311e-07,route ATL MTJ
cat__route_AZA_CVG,6.326102410807053e-07,route AZA CVG
cat__route_ANC_OTZ,6.321636649384493e-07,route ANC OTZ
cat__route_ATL_OAK,6.319770122746761e-07,route ATL OAK
cat__route_SBA_PDX,6.308925285354645e-07,route SBA PDX
cat__route_SFB_MDT,6.30797267872664e-07,route SFB MDT
cat__route_BUR_MDW,6.305231032000937e-07,route BUR MDW
cat__route_GSP_MIA,6.289042421908118e-07,route GSP MIA
cat__route_ANC_PHX,6.263289522159178e-07,route ANC PHX
cat__route_MYR_CVG,6.253938685474661e-07,route MYR CVG
cat__route_SFO_MSY,6.221456410943604e-07,route SFO MSY
cat__route_ORD_EUG,6.221320829048138e-07,route ORD EUG
cat__route_DEN_JLN,6.183749857273558e-07,route DEN JLN
cat__route_LAX_CMH,6.089571376740478e-07,route LAX CMH
cat__route_RSW_TTN,6.088394788730449e-07,route RSW TTN
cat__route_LIT_VPS,6.072301443014345e-07,route LIT VPS
cat__route_IAD_SRQ,6.067920399190792e-07,route IAD SRQ
cat__ORIGIN_DIK,6.046461319776489e-07,ORIGIN DIK
cat__route_LGA_AVL,6.045871326963158e-07,route LGA AVL
cat__route_PDX_DAL,6.031818527561165e-07,route PDX DAL
cat__route_RSW_BNA,5.994961823430725e-07,route RSW BNA
cat__route_CLT_CMI,5.986957696069386e-07,route CLT CMI
cat__route_SBN_SRQ,5.985015253826831e-07,route SBN SRQ
cat__route_BUR_HOU,5.976065031956053e-07,route BUR HOU
cat__route_HNL_SNA,5.972006469570882e-07,route HNL SNA
cat__route_SFO_STS,5.964213416423258e-07,route SFO STS
cat__route_HOU_VPS,5.962488578233005e-07,route HOU VPS
cat__route_BDL_LAX,5.951951852518351e-07,route BDL LAX
cat__route_BNA_SAV,5.943814702376433e-07,route BNA SAV
cat__route_MIA_CAE,5.938743558408396e-07,route MIA CAE
cat__route_PIT_PHX,5.900764548382272e-07,route PIT PHX
cat__route_PAE_LAS,5.870573049968131e-07,route PAE LAS
cat__DEST_LYH,5.864532971920538e-07,DEST LYH
cat__route_HNL_MSP,5.79611810843505e-07,route HNL MSP
cat__DEST_ISN,5.789694441845977e-07,DEST ISN
cat__route_SFO_SUN,5.777114401238498e-07,route SFO SUN
cat__route_LAS_MRY,5.746183124407859e-07,route LAS MRY
cat__route_ATW_SFB,5.740097032318068e-07,route ATW SFB
cat__route_SAT_SAN,5.697366999124657e-07,route SAT SAN
cat__route_MRY_DEN,5.675704516540986e-07,route MRY DEN
cat__route_MVY_DCA,5.669100686966733e-07,route MVY DCA
cat__route_SDF_PHX,5.653024842413196e-07,route SDF PHX
cat__route_BUR_EUG,5.65045245938928e-07,route BUR EUG
cat__route_HYS_SLN,5.646379742243151e-07,route HYS SLN
cat__route_FLL_ORF,5.64251709896892e-07,route FLL ORF
cat__route_HOU_SLC,5.627135344455527e-07,route HOU SLC
cat__route_OAK_IAH,5.608190589793204e-07,route OAK IAH
cat__route_ELP_MCO,5.596567888867505e-07,route ELP MCO
cat__route_SJC_TUS,5.593069683325043e-07,route SJC TUS
cat__route_LAS_DSM,5.585265510400835e-07,route LAS DSM
cat__route_RSW_PVD,5.571497866528632e-07,route RSW PVD
cat__route_SAT_FLL,5.56509490378822e-07,route SAT FLL
cat__route_GRR_MIA,5.559629255359643e-07,route GRR MIA
cat__route_SFB_RDU,5.559618746523852e-07,route SFB RDU
cat__route_EWN_ATL,5.535090629238207e-07,route EWN ATL
cat__route_SAN_OMA,5.529572371347188e-07,route SAN OMA
cat__route_GSP_PIE,5.522722873453951e-07,route GSP PIE
cat__route_SYR_RDU,5.503412557479466e-07,route SYR RDU
cat__route_AZA_BZN,5.496737620176706e-07,route AZA BZN
cat__route_HOU_RDU,5.487250971467305e-07,route HOU RDU
cat__route_PHL_OAK,5.484095438054121e-07,route PHL OAK
cat__route_ONT_PDX,5.474797265198575e-07,route ONT PDX
cat__route_SNA_FSD,5.462859143366567e-07,route SNA FSD
cat__route_PHL_ILM,5.456563291990816e-07,route PHL ILM
cat__route_VPS_IAH,5.447033851163428e-07,route VPS IAH
cat__route_MCI_TPA,5.426057170997559e-07,route MCI TPA
cat__route_SFB_USA,5.410952560714289e-07,route SFB USA
cat__route_ANC_LAS,5.405361428673511e-07,route ANC LAS
cat__route_GSP_HOU,5.380126083331964e-07,route GSP HOU
cat__route_EYW_CVG,5.317322381935413e-07,route EYW CVG
cat__route_AUS_DCA,5.314430974745298e-07,route AUS DCA
cat__route_CAK_MYR,5.314074593367691e-07,route CAK MYR
cat__route_PWM_MCO,5.303923281944988e-07,route PWM MCO
cat__route_RDU_TTN,5.28784518462213e-07,route RDU TTN
cat__route_EWR_HHH,5.271325673259646e-07,route EWR HHH
cat__route_ALB_MYR,5.260321947066236e-07,route ALB MYR
cat__FL_DATE_2020-05-26,5.253864361989197e-07,FL DATE 2020-05-26
cat__route_DEN_SLN,5.24147129448567e-07,route DEN SLN
cat__route_PSM_MCO,5.223002964365157e-07,route PSM MCO
cat__route_TUL_MDW,5.205010117111005e-07,route TUL MDW
cat__route_SYR_BNA,5.202962850885164e-07,route SYR BNA
cat__route_SWF_ATL,5.198984481996931e-07,route SWF ATL
cat__route_LGA_MHT,5.178537298681192e-07,route LGA MHT
cat__route_SDF_SRQ,5.136301869430684e-07,route SDF SRQ
cat__route_GSO_PIE,5.119066029003065e-07,route GSO PIE
cat__route_AVL_BOS,5.110183400908112e-07,route AVL BOS
cat__route_AZA_BOI,5.100087957154751e-07,route AZA BOI
cat__route_BRW_FAI,5.094137181475125e-07,route BRW FAI
cat__route_PNS_FLL,5.0813502713511e-07,route PNS FLL
cat__DEST_HGR,5.07606978458282e-07,DEST HGR
cat__route_OAK_JFK,5.060960683696505e-07,route OAK JFK
cat__route_RSW_MCO,5.048905369194355e-07,route RSW MCO
cat__route_SBN_PGD,5.048718611161797e-07,route SBN PGD
cat__FL_DATE_2020-04-14,5.042427844030684e-07,FL DATE 2020-04-14
cat__route_SFB_PIA,5.036507167102993e-07,route SFB PIA
cat__route_IAH_MLU,5.034392021158826e-07,route IAH MLU
cat__route_TYS_SFB,5.033162550576298e-07,route TYS SFB
cat__route_ATL_PWM,5.032219711529865e-07,route ATL PWM
cat__route_OGG_ORD,4.994842317709193e-07,route OGG ORD
cat__ORIGIN_GST,4.968661273353654e-07,ORIGIN GST
cat__route_COS_ATL,4.955424361088845e-07,route COS ATL
cat__route_ANC_HNL,4.954522549414431e-07,route ANC HNL
cat__route_FLL_MHT,4.943869705157453e-07,route FLL MHT
cat__route_GUM_SPN,4.936750554146671e-07,route GUM SPN
cat__route_PIE_SWF,4.925522552191179e-07,route PIE SWF
cat__route_VPS_BNA,4.918408235217061e-07,route VPS BNA
cat__route_MSP_MQT,4.863572203991983e-07,route MSP MQT
cat__route_CLE_MYR,4.843943808320196e-07,route CLE MYR
cat__route_HOU_RNO,4.839542823108381e-07,route HOU RNO
cat__route_PHL_DAL,4.804605045865886e-07,route PHL DAL
cat__route_OTZ_OME,4.78578292800949e-07,route OTZ OME
cat__route_RDD_LAX,4.760930910830912e-07,route RDD LAX
cat__route_MCO_PNS,4.7601173066576606e-07,route MCO PNS
cat__route_PDX_IAD,4.7543255329533467e-07,route PDX IAD
cat__route_DFW_GUC,4.753156182921524e-07,route DFW GUC
cat__route_GUM_HNL,4.7479605436326715e-07,route GUM HNL
cat__route_SFB_CID,4.7475564123382e-07,route SFB CID
cat__route_LCK_VPS,4.7056780396803386e-07,route LCK VPS
cat__route_TPA_RIC,4.6907512037855427e-07,route TPA RIC
cat__route_TOL_PGD,4.6829050214662933e-07,route TOL PGD
cat__route_BUF_DFW,4.6733031395099387e-07,route BUF DFW
cat__route_DEN_OTH,4.6723836234903166e-07,route DEN OTH
cat__route_DCA_EYW,4.669784085995953e-07,route DCA EYW
cat__route_LAX_SBA,4.6565575023442345e-07,route LAX SBA
cat__route_CLE_SRQ,4.6507285052095405e-07,route CLE SRQ
cat__route_IAH_BOI,4.6463466321743566e-07,route IAH BOI
cat__route_ACY_PBI,4.642074525527206e-07,route ACY PBI
cat__route_SYR_SFB,4.590541240770235e-07,route SYR SFB
cat__route_LAS_CID,4.5788473126658306e-07,route LAS CID
cat__route_PIA_AZA,4.5639199877003884e-07,route PIA AZA
cat__route_SMF_HOU,4.5618884883074785e-07,route SMF HOU
cat__route_OTH_DEN,4.52876419298938e-07,route OTH DEN
cat__route_FLL_PBG,4.507919673198127e-07,route FLL PBG
cat__route_EWR_OGG,4.5015896406386856e-07,route EWR OGG
cat__route_LAX_PSC,4.48884375581092e-07,route LAX PSC
cat__DEST_VEL,4.4887949249684146e-07,DEST VEL
cat__route_SFO_CMH,4.4605962846776673e-07,route SFO CMH
cat__route_HNL_DTW,4.4418708650539775e-07,route HNL DTW
cat__route_RSW_HOU,4.4364690791202063e-07,route RSW HOU
cat__route_LGB_SFO,4.423906785505976e-07,route LGB SFO
cat__route_SRQ_DAL,4.4164553622919605e-07,route SRQ DAL
cat__route_ACY_MYR,4.4080332068913997e-07,route ACY MYR
cat__route_EVV_SFB,4.3935365285425315e-07,route EVV SFB
cat__route_AUS_CMH,4.39241059884292e-07,route AUS CMH
cat__route_PIE_RFD,4.3515385722278586e-07,route PIE RFD
cat__route_PHL_STT,4.3476801074392516e-07,route PHL STT
cat__route_LAS_ATW,4.3118005612167715e-07,route LAS ATW
cat__route_FNT_SRQ,4.29131234724785e-07,route FNT SRQ
cat__route_LIT_LAS,4.290212981304096e-07,route LIT LAS
cat__route_GRR_AZA,4.2624139918485343e-07,route GRR AZA
cat__route_AUS_HNL,4.247249053409637e-07,route AUS HNL
cat__route_ONT_ORD,4.2451932881102255e-07,route ONT ORD
cat__route_BHM_LAS,4.235074599169582e-07,route BHM LAS
cat__route_PVD_TPA,4.2341843436831327e-07,route PVD TPA
cat__route_JAN_DEN,4.2309314711429073e-07,route JAN DEN
cat__route_SRQ_IAH,4.189615555162469e-07,route SRQ IAH
cat__route_SFB_ELM,4.175222614605529e-07,route SFB ELM
cat__route_DFW_MDW,4.1594032742432166e-07,route DFW MDW
cat__route_SMF_DAL,4.13148025298065e-07,route SMF DAL
cat__route_MCO_DSM,4.119445102013607e-07,route MCO DSM
cat__route_LAX_FCA,4.098801638888273e-07,route LAX FCA
cat__route_MSP_XNA,4.093508102963854e-07,route MSP XNA
cat__route_CLT_HNL,4.0882990391563415e-07,route CLT HNL
cat__route_JAX_BLV,4.085680259335626e-07,route JAX BLV
cat__route_FSD_SFB,4.083165902861659e-07,route FSD SFB
cat__route_VPS_HOU,4.070047247608748e-07,route VPS HOU
cat__route_OKC_SFO,4.0664983144679196e-07,route OKC SFO
cat__route_CKB_SFB,4.0623809979918575e-07,route CKB SFB
cat__route_SFO_MSN,4.054315674733692e-07,route SFO MSN
cat__route_PIE_CID,4.0495665114711927e-07,route PIE CID
cat__route_SAN_MRY,4.0428249724053e-07,route SAN MRY
cat__route_GSP_DEN,4.037878912195066e-07,route GSP DEN
cat__route_JFK_EGE,4.0354877737654304e-07,route JFK EGE
cat__route_GTF_LAS,4.013191569397044e-07,route GTF LAS
cat__route_WRG_KTN,4.007698274074763e-07,route WRG KTN
cat__route_LEX_IAH,4.00248442209602e-07,route LEX IAH
cat__route_SHR_DEN,3.9917572948279493e-07,route SHR DEN
cat__route_MYR_HGR,3.9895585853325015e-07,route MYR HGR
cat__route_FLL_ACY,3.9889429505531026e-07,route FLL ACY
cat__route_ASE_PHX,3.978609820979052e-07,route ASE PHX
cat__route_HDN_SEA,3.969026691929847e-07,route HDN SEA
cat__route_LIT_PIE,3.953510980510468e-07,route LIT PIE
cat__route_LGA_BGM,3.952749287366464e-07,route LGA BGM
cat__route_MSP_LAN,3.9293379513078656e-07,route MSP LAN
cat__route_HPN_CHS,3.925971690370303e-07,route HPN CHS
cat__route_MCO_ILG,3.9016271215228005e-07,route MCO ILG
cat__route_AUS_ECP,3.8912339550030823e-07,route AUS ECP
cat__route_OKC_AUS,3.853070238381768e-07,route OKC AUS
cat__route_SNA_CLT,3.824087272559616e-07,route SNA CLT
cat__route_OKC_MCO,3.813131306872335e-07,route OKC MCO
cat__route_CVG_SFO,3.750811459548415e-07,route CVG SFO
cat__route_DSM_PGD,3.7408653105922613e-07,route DSM PGD
cat__route_SFO_STL,3.718876143819089e-07,route SFO STL
cat__route_SFO_FCA,3.714865121414346e-07,route SFO FCA
cat__route_BZN_ATL,3.6939330619611854e-07,route BZN ATL
cat__route_BHM_LGA,3.6899038305301583e-07,route BHM LGA
cat__route_PLN_APN,3.667129669939122e-07,route PLN APN
cat__route_LIH_SAN,3.6367345453376666e-07,route LIH SAN
cat__route_LGA_PHL,3.6200000701564926e-07,route LGA PHL
cat__route_SAV_CLE,3.6140160806559963e-07,route SAV CLE
cat__route_RIC_IAD,3.6015492580467254e-07,route RIC IAD
cat__route_CID_PIE,3.5774375534324437e-07,route CID PIE
cat__route_SLC_CLE,3.573490859012272e-07,route SLC CLE
cat__route_PGD_ALB,3.557073022416143e-07,route PGD ALB
cat__DEST_ADK,3.546206297308178e-07,DEST ADK
cat__route_DIK_DEN,3.5413043977301234e-07,route DIK DEN
cat__route_BNA_BDL,3.5130271101232456e-07,route BNA BDL
cat__route_JFK_HYA,3.5124140096497457e-07,route JFK HYA
cat__route_PHL_OMA,3.5039225416620187e-07,route PHL OMA
cat__route_GSO_FLL,3.479158047919469e-07,route GSO FLL
cat__route_SAV_CVG,3.478817052971493e-07,route SAV CVG
cat__route_DAL_DTW,3.4767512899314545e-07,route DAL DTW
cat__route_LAS_RAP,3.459483856770909e-07,route LAS RAP
cat__route_LEX_LGA,3.4482829126074246e-07,route LEX LGA
cat__route_MIA_PWM,3.448262598638822e-07,route MIA PWM
cat__route_SJU_JAX,3.434432534646497e-07,route SJU JAX
cat__route_MSP_HRL,3.4320869453740586e-07,route MSP HRL
cat__route_EWR_PHL,3.4305045998161056e-07,route EWR PHL
cat__route_ABI_IAH,3.3962712502869475e-07,route ABI IAH
cat__route_GJT_LAS,3.395074037163399e-07,route GJT LAS
cat__DEST_ALS,3.39434428209374e-07,DEST ALS
cat__route_BDL_IAH,3.39175954046485e-07,route BDL IAH
cat__route_LBL_DDC,3.3896107244718817e-07,route LBL DDC
cat__route_BNA_LGB,3.358555661164466e-07,route BNA LGB
cat__route_LGB_BOS,3.3540252561929374e-07,route LGB BOS
cat__route_PHX_LIT,3.3421972705512734e-07,route PHX LIT
cat__route_STT_BOS,3.3360914492999543e-07,route STT BOS
cat__route_GEG_SAN,3.3210865906107847e-07,route GEG SAN
cat__route_VPS_DEN,3.3046383295972537e-07,route VPS DEN
cat__route_ICT_SEA,3.301559689380371e-07,route ICT SEA
cat__route_TTN_RSW,3.2873074551498826e-07,route TTN RSW
cat__route_MSO_ORD,3.280525624030602e-07,route MSO ORD
cat__route_ALB_PHL,3.264617626440064e-07,route ALB PHL
cat__route_LAS_LIT,3.2424492878511455e-07,route LAS LIT
cat__route_ELP_SEA,3.2414883711183807e-07,route ELP SEA
cat__route_MKE_HOU,3.235883347040392e-07,route MKE HOU
cat__route_HHH_LGA,3.2315172468584447e-07,route HHH LGA
cat__route_STL_SRQ,3.216479047028316e-07,route STL SRQ
cat__route_ERI_DTW,3.1990743561224026e-07,route ERI DTW
cat__route_KOA_DFW,3.13857103127467e-07,route KOA DFW
cat__route_ATL_EWN,3.1356043092550947e-07,route ATL EWN
cat__route_MKE_CLE,3.1307046339525307e-07,route MKE CLE
cat__route_SNA_STL,3.1229980285817406e-07,route SNA STL
cat__route_HOU_PIT,3.1210725409093703e-07,route HOU PIT
cat__route_PAE_GEG,3.10381173522657e-07,route PAE GEG
cat__route_BIL_LAS,3.089127371352251e-07,route BIL LAS
cat__route_CVG_SAV,3.0872160272168834e-07,route CVG SAV
cat__route_MEM_HOU,3.074396339121309e-07,route MEM HOU
cat__route_LAS_AZA,3.0395382895801876e-07,route LAS AZA
cat__DEST_HYA,3.0367075662783237e-07,DEST HYA
cat__route_SFO_CVG,3.033999816361343e-07,route SFO CVG
cat__route_HOU_OMA,3.0177494220701423e-07,route HOU OMA
cat__route_LGB_PDX,3.016314009952993e-07,route LGB PDX
cat__route_FAR_PHX,3.0117974197717216e-07,route FAR PHX
cat__route_BUF_LAS,3.0027744647180623e-07,route BUF LAS
cat__route_BZN_IAH,3.001029421078766e-07,route BZN IAH
cat__route_GRR_RSW,2.998203442035142e-07,route GRR RSW
cat__route_ATL_AVP,2.9859153426348684e-07,route ATL AVP
cat__route_SAN_RDM,2.978148416189396e-07,route SAN RDM
cat__route_AUS_MAF,2.97218213576584e-07,route AUS MAF
cat__route_EVV_VPS,2.9529981386237675e-07,route EVV VPS
cat__route_EGE_EWR,2.93302132364521e-07,route EGE EWR
cat__route_ACK_DCA,2.91375352134523e-07,route ACK DCA
cat__route_VPS_BWI,2.904291453914265e-07,route VPS BWI
cat__route_IAH_RNO,2.897979196682313e-07,route IAH RNO
cat__route_MCI_LGB,2.8935917932442366e-07,route MCI LGB
cat__route_BIS_ORD,2.8921091343536007e-07,route BIS ORD
cat__route_VPS_OKC,2.8864970442272547e-07,route VPS OKC
cat__route_LCK_CHS,2.884159848626064e-07,route LCK CHS
cat__route_IAD_OKC,2.883924616852564e-07,route IAD OKC
cat__route_MIA_BUF,2.883162674201752e-07,route MIA BUF
cat__route_FSD_SAN,2.876928993741102e-07,route FSD SAN
cat__route_SLC_PHL,2.8752083830696944e-07,route SLC PHL
cat__route_EYW_TPA,2.8605482512953826e-07,route EYW TPA
cat__route_IAH_PBI,2.8473628094346156e-07,route IAH PBI
cat__route_CLT_ERI,2.8431607528601724e-07,route CLT ERI
cat__route_MDW_IND,2.830120054475641e-07,route MDW IND
cat__route_CYS_DEN,2.8272980371437183e-07,route CYS DEN
cat__route_MBS_ORD,2.8107800825295935e-07,route MBS ORD
cat__route_LAS_LRD,2.809086191959291e-07,route LAS LRD
cat__route_MDW_COS,2.804969384938697e-07,route MDW COS
cat__route_DFW_JAC,2.801201608508259e-07,route DFW JAC
cat__route_MDT_DFW,2.795556008202626e-07,route MDT DFW
cat__route_LAS_SHV,2.765596497811225e-07,route LAS SHV
cat__route_FCA_LAS,2.762399831855075e-07,route FCA LAS
cat__route_CLE_SAV,2.758636426743564e-07,route CLE SAV
cat__route_FAR_LAS,2.756419041142268e-07,route FAR LAS
cat__route_ATW_FLL,2.7421532368205e-07,route ATW FLL
cat__route_SLC_PIT,2.72082788503334e-07,route SLC PIT
cat__route_SBP_PDX,2.716074584506779e-07,route SBP PDX
cat__route_PVU_HOU,2.715220742972332e-07,route PVU HOU
cat__route_ROA_CLT,2.71484978386696e-07,route ROA CLT
cat__route_ORD_SCE,2.700866837608382e-07,route ORD SCE
cat__route_PGD_BWI,2.699711854596986e-07,route PGD BWI
cat__route_FLL_FNT,2.6829371347182525e-07,route FLL FNT
cat__route_CLT_MOB,2.680676620559854e-07,route CLT MOB
cat__route_FLL_GSP,2.675458841255827e-07,route FLL GSP
cat__route_IAG_FLL,2.6555346408971356e-07,route IAG FLL
cat__route_LAS_GTF,2.6382945544925196e-07,route LAS GTF
cat__route_GRB_ATL,2.6362168159956966e-07,route GRB ATL
cat__route_IAH_EGE,2.634236779736569e-07,route IAH EGE
cat__route_MCO_TUL,2.628891087017958e-07,route MCO TUL
cat__route_EGE_ATL,2.627258869129351e-07,route EGE ATL
cat__route_GTF_MSP,2.615847201256204e-07,route GTF MSP
cat__route_GRR_BWI,2.615299506141816e-07,route GRR BWI
cat__route_PBI_PIT,2.6006514096728216e-07,route PBI PIT
cat__FL_DATE_2020-04-20,2.596547634774197e-07,FL DATE 2020-04-20
cat__route_CVG_HOU,2.596476149010474e-07,route CVG HOU
cat__route_DFW_EUG,2.5891241535785263e-07,route DFW EUG
cat__route_PIE_SCE,2.5861152961634093e-07,route PIE SCE
cat__route_LGA_MVY,2.5650914233772826e-07,route LGA MVY
cat__route_SNA_GEG,2.5644391004861835e-07,route SNA GEG
cat__route_SHD_ORD,2.5579610212782023e-07,route SHD ORD
cat__route_SFB_PBG,2.552492088192688e-07,route SFB PBG
cat__route_SRQ_CAK,2.545874115206734e-07,route SRQ CAK
cat__route_PHL_XNA,2.544801593873977e-07,route PHL XNA
cat__route_PHL_AVL,2.5315791476896767e-07,route PHL AVL
cat__route_SFB_BLV,2.5276093446995706e-07,route SFB BLV
cat__route_HTS_CLT,2.5231831648025726e-07,route HTS CLT
cat__route_DEN_AVL,2.5189248020827297e-07,route DEN AVL
cat__route_SFB_HTS,2.5126573696156815e-07,route SFB HTS
cat__route_PIT_PIE,2.5079678279637023e-07,route PIT PIE
cat__route_MLB_DCA,2.4924127838026147e-07,route MLB DCA
cat__route_RSW_SDF,2.4678742886225687e-07,route RSW SDF
cat__route_IAH_SHV,2.4441836045620453e-07,route IAH SHV
cat__route_ROC_MSP,2.4334816588359034e-07,route ROC MSP
cat__route_HNL_AUS,2.4291124572958994e-07,route HNL AUS
cat__route_AZA_OMA,2.4180229408244205e-07,route AZA OMA
cat__ORIGIN_ISN,2.4078700517506134e-07,ORIGIN ISN
cat__route_BDL_BNA,2.400224233848307e-07,route BDL BNA
cat__route_OMA_PHL,2.39563903182604e-07,route OMA PHL
cat__route_DEN_DVL,2.371810323901548e-07,route DEN DVL
cat__route_KOA_LIH,2.3717113762253202e-07,route KOA LIH
cat__route_ICT_LAS,2.3379882270871046e-07,route ICT LAS
cat__route_RDM_ORD,2.3347279000906767e-07,route RDM ORD
cat__route_STT_IAD,2.3287691277210214e-07,route STT IAD
cat__route_SRQ_AVL,2.32006815756777e-07,route SRQ AVL
cat__route_OAK_AZA,2.3183164850161837e-07,route OAK AZA
cat__route_OKC_IAD,2.3052225201435919e-07,route OKC IAD
cat__route_AUS_ABQ,2.3011856121255614e-07,route AUS ABQ
cat__route_RNO_AUS,2.299278797183535e-07,route RNO AUS
cat__route_DSM_MCO,2.2658345905503417e-07,route DSM MCO
cat__route_PGD_SDF,2.2636700371117833e-07,route PGD SDF
cat__route_CHA_PIE,2.2509633642076155e-07,route CHA PIE
cat__route_TUL_AUS,2.237177225657773e-07,route TUL AUS
cat__route_OWB_SFB,2.2364063923485878e-07,route OWB SFB
cat__route_FNT_LAS,2.2274760122876019e-07,route FNT LAS
cat__route_SMF_SBA,2.1928692561616145e-07,route SMF SBA
cat__route_XNA_MCO,2.1866971760510953e-07,route XNA MCO
cat__route_AUS_ONT,2.182849218389393e-07,route AUS ONT
cat__route_LIH_DEN,2.174465886559142e-07,route LIH DEN
cat__route_CHS_AUS,2.1428701582295801e-07,route CHS AUS
cat__route_MSP_FAI,2.1331058192761647e-07,route MSP FAI
cat__route_GRR_PIE,2.1319625036501173e-07,route GRR PIE
cat__route_AZA_ATW,2.1281507629188758e-07,route AZA ATW
cat__route_LWS_DEN,2.1281478657282586e-07,route LWS DEN
cat__route_FLL_PDX,2.123663805559564e-07,route FLL PDX
cat__route_MLI_DTW,2.1215910131028475e-07,route MLI DTW
cat__route_BNA_ATW,2.1163048415242655e-07,route BNA ATW
cat__route_ABQ_MSP,2.1013099030445427e-07,route ABQ MSP
cat__route_TYS_MIA,2.097970013795601e-07,route TYS MIA
cat__route_PHX_RAP,2.0849079565207564e-07,route PHX RAP
cat__route_PIT_SLC,2.0799105867978706e-07,route PIT SLC
